ticker,name,year,esg,e,s,g,sector,industry
IQV,IQVIA HOLDINGS,2022,92.15,79.46,86.29,85.18,Healthcare,Diagnostics & Research
IQV,IQVIA HOLDINGS,2023,91.43,73.72,85.35,82.76,Healthcare,Diagnostics & Research
IQV,IQVIA HOLDINGS,2024,90.69,74.76,84.51,82.15,Healthcare,Diagnostics & Research
IR,INGERSOLL RAND,2020,45.83,74.95,78.74,49.73,Industrials,Specialty Industrial Machinery
IR,INGERSOLL RAND,2021,47.1,80.24,82.58,34.52,Industrials,Specialty Industrial Machinery
IR,INGERSOLL RAND,2022,46.11,82.01,82.37,32.26,Industrials,Specialty Industrial Machinery
IR,INGERSOLL RAND,2023,45.32,79.52,79.36,31.38,Industrials,Specialty Industrial Machinery
IR,INGERSOLL RAND,2024,43.31,75.89,79.73,27.14,Industrials,Specialty Industrial Machinery
IRM,IRON MOUNTAIN,2020,69.61,84.24,71.83,76.42,Real Estate,REIT - Specialty
IRM,IRON MOUNTAIN,2021,75.58,83.51,70.39,76.69,Real Estate,REIT - Specialty
IRM,IRON MOUNTAIN,2022,56.18,80.27,71.26,76.89,Real Estate,REIT - Specialty
IRM,IRON MOUNTAIN,2023,68.42,72.73,69.6,76.57,Real Estate,REIT - Specialty
IRM,IRON MOUNTAIN,2024,72.96,69.28,70.53,76.11,Real Estate,REIT - Specialty
ISRG,INTUITIVE SURGICAL,2020,82.93,75.68,75.77,,Healthcare,Medical Instruments & Supplies
ISRG,INTUITIVE SURGICAL,2021,75.87,77.61,63.45,,Healthcare,Medical Instruments & Supplies
ISRG,INTUITIVE SURGICAL,2022,78.76,76.01,61.89,,Healthcare,Medical Instruments & Supplies
ISRG,INTUITIVE SURGICAL,2023,77.77,68.1,57.1,,Healthcare,Medical Instruments & Supplies
ISRG,INTUITIVE SURGICAL,2024,78.06,65.29,55.21,36.41,Healthcare,Medical Instruments & Supplies
IT,GARTNER 'A',2020,52.3,55.43,54.3,28.82,Technology,Information Technology Services
IT,GARTNER 'A',2021,66.55,76.77,57.58,43.45,Technology,Information Technology Services
IT,GARTNER 'A',2022,75.25,72.73,58.33,41.89,Technology,Information Technology Services
IT,GARTNER 'A',2023,72.77,70.39,62.93,40.27,Technology,Information Technology Services
IT,GARTNER 'A',2024,80.98,67.9,61.55,69.29,Technology,Information Technology Services
ITW,ILLINOIS TOOL WORKS,2020,68.23,69.63,57.45,70.48,Industrials,Specialty Industrial Machinery
ITW,ILLINOIS TOOL WORKS,2021,61.23,69.86,54.24,72.88,Industrials,Specialty Industrial Machinery
ITW,ILLINOIS TOOL WORKS,2022,57.48,75.27,53.26,73.45,Industrials,Specialty Industrial Machinery
ITW,ILLINOIS TOOL WORKS,2023,63.68,84.32,55.34,70.02,Industrials,Specialty Industrial Machinery
ITW,ILLINOIS TOOL WORKS,2024,64.78,82.28,56.27,61.35,Industrials,Specialty Industrial Machinery
IVZ,INVESCO,2020,45.53,67.76,78.0,,Financial Services,Asset Management
IVZ,INVESCO,2021,65.86,69.88,66.73,,Financial Services,Asset Management
IVZ,INVESCO,2022,59.26,69.32,76.57,,Financial Services,Asset Management
IVZ,INVESCO,2023,64.19,76.32,75.84,28.1,Financial Services,Asset Management
IVZ,INVESCO,2024,49.72,74.31,76.23,26.06,Financial Services,Asset Management
J,JACOBS SOLUTIONS,2020,86.1,83.63,42.86,83.68,Industrials,Engineering & Construction
J,JACOBS SOLUTIONS,2021,68.55,85.67,47.76,81.25,Industrials,Engineering & Construction
J,JACOBS SOLUTIONS,2022,56.83,81.73,67.56,87.96,Industrials,Engineering & Construction
J,JACOBS SOLUTIONS,2023,56.32,76.8,83.96,85.32,Industrials,Engineering & Construction
J,JACOBS SOLUTIONS,2024,55.11,76.0,88.05,83.6,Industrials,Engineering & Construction
JBHT,HUNT JB TRANSPORT SVS.,2020,53.76,66.19,59.63,85.08,Industrials,Integrated Freight & Logistics
JBHT,HUNT JB TRANSPORT SVS.,2021,75.27,65.73,58.47,89.75,Industrials,Integrated Freight & Logistics
JBHT,HUNT JB TRANSPORT SVS.,2022,80.43,65.48,58.8,93.39,Industrials,Integrated Freight & Logistics
JBHT,HUNT JB TRANSPORT SVS.,2023,84.7,65.01,64.62,84.12,Industrials,Integrated Freight & Logistics
JBHT,HUNT JB TRANSPORT SVS.,2024,85.94,64.66,68.89,82.82,Industrials,Integrated Freight & Logistics
JBL,JABIL,2020,78.97,42.01,91.96,43.38,Technology,Electronic Components
JBL,JABIL,2021,82.39,42.83,91.99,74.44,Technology,Electronic Components
JBL,JABIL,2022,81.43,41.44,94.08,78.05,Technology,Electronic Components
JBL,JABIL,2023,79.7,40.69,91.86,53.66,Technology,Electronic Components
JBL,JABIL,2024,77.16,39.6,92.32,21.68,Technology,Electronic Components
JCI,JOHNSON CONTROLS INTL.,2020,76.73,49.98,55.64,76.18,Industrials,Building Products & Equipment
JCI,JOHNSON CONTROLS INTL.,2021,80.3,43.11,63.76,74.31,Industrials,Building Products & Equipment
JCI,JOHNSON CONTROLS INTL.,2022,82.42,54.25,65.91,77.52,Industrials,Building Products & Equipment
JCI,JOHNSON CONTROLS INTL.,2023,84.54,53.35,63.66,75.72,Industrials,Building Products & Equipment
JCI,JOHNSON CONTROLS INTL.,2024,84.83,37.82,64.94,71.76,Industrials,Building Products & Equipment
JKHY,JACK HENRY AND ASSOCIATES,2020,82.27,71.89,82.68,63.39,Technology,Information Technology Services
JKHY,JACK HENRY AND ASSOCIATES,2021,76.9,60.37,79.72,74.59,Technology,Information Technology Services
JKHY,JACK HENRY AND ASSOCIATES,2022,66.5,63.59,78.86,75.35,Technology,Information Technology Services
JKHY,JACK HENRY AND ASSOCIATES,2023,67.54,76.31,76.04,64.92,Technology,Information Technology Services
JKHY,JACK HENRY AND ASSOCIATES,2024,68.08,65.04,70.38,48.14,Technology,Information Technology Services
JNJ,JOHNSON & JOHNSON,2020,92.64,45.6,58.85,63.39,Healthcare,Drug Manufacturers - General
JNJ,JOHNSON & JOHNSON,2021,88.67,43.49,59.23,74.59,Healthcare,Drug Manufacturers - General
JNJ,JOHNSON & JOHNSON,2022,89.04,74.92,57.73,75.35,Healthcare,Drug Manufacturers - General
JNJ,JOHNSON & JOHNSON,2023,88.61,75.2,57.35,64.92,Healthcare,Drug Manufacturers - General
JNJ,JOHNSON & JOHNSON,2024,87.09,71.79,54.35,48.14,Healthcare,Drug Manufacturers - General
JPM,JP MORGAN CHASE & CO.,2020,63.55,46.22,71.98,25.05,Financial Services,Banks - Diversified
JPM,JP MORGAN CHASE & CO.,2021,73.7,45.71,67.56,28.53,Financial Services,Banks - Diversified
JPM,JP MORGAN CHASE & CO.,2022,89.5,49.22,68.62,27.24,Financial Services,Banks - Diversified
JPM,JP MORGAN CHASE & CO.,2023,80.09,45.9,65.07,47.19,Financial Services,Banks - Diversified
JPM,JP MORGAN CHASE & CO.,2024,83.26,43.77,69.62,45.09,Financial Services,Banks - Diversified
K,KELLANOVA,2020,89.56,75.79,80.96,25.75,Consumer Defensive,Packaged Foods
K,KELLANOVA,2021,90.44,74.68,80.37,24.72,Consumer Defensive,Packaged Foods
K,KELLANOVA,2022,90.22,80.07,75.44,24.38,Consumer Defensive,Packaged Foods
K,KELLANOVA,2023,94.91,63.74,69.71,26.12,Consumer Defensive,Packaged Foods
K,KELLANOVA,2024,94.13,78.7,61.26,23.81,Consumer Defensive,Packaged Foods
KDP,KEURIG DR PEPPER,2020,86.98,73.8,66.72,58.37,Consumer Defensive,Beverages - Non-Alcoholic
KDP,KEURIG DR PEPPER,2021,75.13,73.63,64.37,54.23,Consumer Defensive,Beverages - Non-Alcoholic
KDP,KEURIG DR PEPPER,2022,76.13,77.23,68.03,76.23,Consumer Defensive,Beverages - Non-Alcoholic
KDP,KEURIG DR PEPPER,2023,76.16,72.15,66.8,82.23,Consumer Defensive,Beverages - Non-Alcoholic
KDP,KEURIG DR PEPPER,2024,86.45,67.97,64.82,75.47,Consumer Defensive,Beverages - Non-Alcoholic
KEY,KEYCORP,2020,44.07,55.41,92.05,32.41,Financial Services,Banks - Regional
KEY,KEYCORP,2021,44.44,54.23,81.09,28.8,Financial Services,Banks - Regional
KEY,KEYCORP,2022,42.2,53.73,91.7,17.34,Financial Services,Banks - Regional
KEY,KEYCORP,2023,40.16,53.56,89.02,24.19,Financial Services,Banks - Regional
KEY,KEYCORP,2024,41.98,51.31,79.53,21.56,Financial Services,Banks - Regional
KEYS,KEYSIGHT TECHNOLOGIES,2020,32.17,38.94,80.4,63.06,Technology,Scientific & Technical Instruments
KEYS,KEYSIGHT TECHNOLOGIES,2021,46.87,37.2,78.04,66.37,Technology,Scientific & Technical Instruments
KEYS,KEYSIGHT TECHNOLOGIES,2022,45.03,38.82,77.06,67.32,Technology,Scientific & Technical Instruments
KEYS,KEYSIGHT TECHNOLOGIES,2023,40.06,40.32,78.57,69.24,Technology,Scientific & Technical Instruments
KEYS,KEYSIGHT TECHNOLOGIES,2024,46.47,38.2,69.02,68.05,Technology,Scientific & Technical Instruments
KHC,KRAFT HEINZ,2020,61.18,69.12,57.67,41.26,Consumer Defensive,Packaged Foods
KHC,KRAFT HEINZ,2021,66.82,64.5,60.1,41.31,Consumer Defensive,Packaged Foods
KHC,KRAFT HEINZ,2022,85.71,55.65,60.41,40.1,Consumer Defensive,Packaged Foods
KHC,KRAFT HEINZ,2023,80.8,49.6,56.77,37.58,Consumer Defensive,Packaged Foods
KHC,KRAFT HEINZ,2024,79.72,53.99,53.74,35.76,Consumer Defensive,Packaged Foods
KIM,KIMCO REALTY,2020,41.76,93.65,76.93,0.0,Real Estate,REIT - Retail
KIM,KIMCO REALTY,2021,44.91,94.31,77.63,0.0,Real Estate,REIT - Retail
KIM,KIMCO REALTY,2022,35.08,94.12,74.96,23.86,Real Estate,REIT - Retail
KIM,KIMCO REALTY,2023,20.33,93.05,74.09,21.18,Real Estate,REIT - Retail
KIM,KIMCO REALTY,2024,33.06,92.43,73.38,19.23,Real Estate,REIT - Retail
KKR,KKR AND CO. ORD. SHS.,2020,75.92,72.42,61.77,62.36,Financial Services,Asset Management
KKR,KKR AND CO. ORD. SHS.,2021,75.97,67.67,70.58,53.31,Financial Services,Asset Management
KKR,KKR AND CO. ORD. SHS.,2022,75.91,72.08,80.38,53.19,Financial Services,Asset Management
KKR,KKR AND CO. ORD. SHS.,2023,75.11,70.76,75.25,48.11,Financial Services,Asset Management
KKR,KKR AND CO. ORD. SHS.,2024,74.61,71.57,76.52,45.96,Financial Services,Asset Management
KLAC,KLA,2020,82.27,67.37,84.24,44.08,Technology,Semiconductor Equipment & Materials
KLAC,KLA,2021,82.07,63.99,83.94,41.96,Technology,Semiconductor Equipment & Materials
KLAC,KLA,2022,79.01,71.92,86.11,48.49,Technology,Semiconductor Equipment & Materials
KLAC,KLA,2023,78.61,64.97,82.91,53.66,Technology,Semiconductor Equipment & Materials
KLAC,KLA,2024,63.33,63.64,77.56,49.97,Technology,Semiconductor Equipment & Materials
KMB,KIMBERLY-CLARK,2020,37.83,73.75,84.4,26.98,Consumer Defensive,Household & Personal Products
KMB,KIMBERLY-CLARK,2021,36.24,74.44,82.84,28.59,Consumer Defensive,Household & Personal Products
KMB,KIMBERLY-CLARK,2022,32.09,78.91,81.35,32.73,Consumer Defensive,Household & Personal Products
KMB,KIMBERLY-CLARK,2023,39.15,76.21,84.09,30.08,Consumer Defensive,Household & Personal Products
KMB,KIMBERLY-CLARK,2024,36.91,72.47,83.67,28.03,Consumer Defensive,Household & Personal Products
KMI,KINDER MORGAN,2020,71.31,30.13,53.97,,Energy,Oil & Gas Midstream
KMI,KINDER MORGAN,2021,69.76,36.96,53.28,,Energy,Oil & Gas Midstream
KMI,KINDER MORGAN,2022,78.0,44.31,53.65,,Energy,Oil & Gas Midstream
KMI,KINDER MORGAN,2023,74.56,54.21,54.33,75.29,Energy,Oil & Gas Midstream
KMI,KINDER MORGAN,2024,77.97,55.37,52.08,76.63,Energy,Oil & Gas Midstream
KO,COCA COLA,2020,65.97,72.82,55.1,61.38,Consumer Defensive,Beverages - Non-Alcoholic
KO,COCA COLA,2021,74.87,45.23,61.65,65.38,Consumer Defensive,Beverages - Non-Alcoholic
KO,COCA COLA,2022,67.79,60.04,53.83,64.36,Consumer Defensive,Beverages - Non-Alcoholic
KO,COCA COLA,2023,71.57,69.98,58.96,64.89,Consumer Defensive,Beverages - Non-Alcoholic
KO,COCA COLA,2024,68.11,56.54,55.98,61.31,Consumer Defensive,Beverages - Non-Alcoholic
KR,KROGER,2020,51.6,87.43,68.69,73.28,Consumer Defensive,Grocery Stores
KR,KROGER,2021,51.64,89.16,70.56,81.75,Consumer Defensive,Grocery Stores
KR,KROGER,2022,57.0,90.71,65.76,80.45,Consumer Defensive,Grocery Stores
KR,KROGER,2023,56.36,86.04,65.92,74.84,Consumer Defensive,Grocery Stores
KR,KROGER,2024,53.53,84.88,63.63,76.25,Consumer Defensive,Grocery Stores
KVUE,KENVUE,2020,33.36,31.51,70.93,74.06,Consumer Defensive,Household & Personal Products
KVUE,KENVUE,2021,40.2,30.06,77.14,72.57,Consumer Defensive,Household & Personal Products
KVUE,KENVUE,2022,62.16,35.62,81.92,70.87,Consumer Defensive,Household & Personal Products
KVUE,KENVUE,2023,56.94,39.27,83.21,67.5,Consumer Defensive,Household & Personal Products
KVUE,KENVUE,2024,52.21,37.51,87.27,65.96,Consumer Defensive,Household & Personal Products
L,LOEWS,2020,79.1,90.87,41.49,54.37,Financial Services,Insurance - Property & Casualty
L,LOEWS,2021,83.27,90.35,45.86,44.69,Financial Services,Insurance - Property & Casualty
L,LOEWS,2022,79.34,86.5,43.72,66.41,Financial Services,Insurance - Property & Casualty
L,LOEWS,2023,70.64,88.11,41.11,55.06,Financial Services,Insurance - Property & Casualty
L,LOEWS,2024,73.23,86.56,38.86,37.5,Financial Services,Insurance - Property & Casualty
LDOS,LEIDOS HOLDINGS,2020,70.6,64.28,51.27,90.27,Technology,Information Technology Services
LDOS,LEIDOS HOLDINGS,2021,69.81,60.4,38.55,88.01,Technology,Information Technology Services
LDOS,LEIDOS HOLDINGS,2022,74.17,65.2,38.42,88.75,Technology,Information Technology Services
LDOS,LEIDOS HOLDINGS,2023,72.23,59.52,39.22,84.5,Technology,Information Technology Services
LDOS,LEIDOS HOLDINGS,2024,70.61,57.81,39.52,82.18,Technology,Information Technology Services
LEN,LENNAR A A,2020,50.3,14.44,89.22,67.96,Consumer Cyclical,Residential Construction
LEN,LENNAR A A,2021,58.78,30.8,82.07,74.59,Consumer Cyclical,Residential Construction
LEN,LENNAR A A,2022,79.06,38.88,81.41,69.83,Consumer Cyclical,Residential Construction
LEN,LENNAR A A,2023,71.11,31.48,64.92,70.61,Consumer Cyclical,Residential Construction
LEN,LENNAR A A,2024,78.63,29.03,63.16,68.27,Consumer Cyclical,Residential Construction
LH,LABCORP HOLDINGS,2020,82.18,37.15,68.05,49.85,Healthcare,Diagnostics & Research
LH,LABCORP HOLDINGS,2021,79.4,33.19,66.93,53.47,Healthcare,Diagnostics & Research
LH,LABCORP HOLDINGS,2022,72.19,31.32,73.62,76.64,Healthcare,Diagnostics & Research
LH,LABCORP HOLDINGS,2023,79.91,28.61,70.27,73.93,Healthcare,Diagnostics & Research
LH,LABCORP HOLDINGS,2024,74.89,33.04,67.63,72.62,Healthcare,Diagnostics & Research
LHX,L3HARRIS TECHNOLOGIES,2020,57.34,70.25,46.16,54.18,Industrials,Aerospace & Defense
LHX,L3HARRIS TECHNOLOGIES,2021,53.73,70.2,43.77,50.25,Industrials,Aerospace & Defense
LHX,L3HARRIS TECHNOLOGIES,2022,47.98,70.01,45.88,50.31,Industrials,Aerospace & Defense
LHX,L3HARRIS TECHNOLOGIES,2023,40.78,67.86,48.36,62.62,Industrials,Aerospace & Defense
LHX,L3HARRIS TECHNOLOGIES,2024,42.89,66.03,53.86,68.86,Industrials,Aerospace & Defense
LII,LENNOX INTL.,2020,50.85,66.12,76.48,82.89,Industrials,Building Products & Equipment
LII,LENNOX INTL.,2021,47.26,82.87,75.56,89.72,Industrials,Building Products & Equipment
LII,LENNOX INTL.,2022,45.38,82.93,76.66,91.53,Industrials,Building Products & Equipment
LII,LENNOX INTL.,2023,43.66,89.95,62.36,86.1,Industrials,Building Products & Equipment
LII,LENNOX INTL.,2024,42.62,89.87,60.32,84.88,Industrials,Building Products & Equipment
LIN,LINDE (NYS),2020,77.76,67.22,86.18,34.92,Basic Materials,Specialty Chemicals
LIN,LINDE (NYS),2021,79.01,63.56,91.07,80.32,Basic Materials,Specialty Chemicals
LIN,LINDE (NYS),2022,69.16,66.44,88.35,80.77,Basic Materials,Specialty Chemicals
LIN,LINDE (NYS),2023,66.54,68.0,86.48,84.44,Basic Materials,Specialty Chemicals
LIN,LINDE (NYS),2024,66.68,68.74,84.55,79.76,Basic Materials,Specialty Chemicals
LKQ,LKQ,2020,58.46,39.62,99.47,79.25,Consumer Cyclical,Auto Parts
LKQ,LKQ,2021,60.04,34.3,99.22,74.68,Consumer Cyclical,Auto Parts
LKQ,LKQ,2022,58.87,46.56,99.06,75.43,Consumer Cyclical,Auto Parts
LKQ,LKQ,2023,56.63,43.0,98.69,79.27,Consumer Cyclical,Auto Parts
LKQ,LKQ,2024,49.73,50.19,98.81,79.33,Consumer Cyclical,Auto Parts
LLY,ELI LILLY,2020,62.65,18.65,84.75,51.0,Healthcare,Drug Manufacturers - General
LLY,ELI LILLY,2021,62.13,15.56,87.87,90.07,Healthcare,Drug Manufacturers - General
LLY,ELI LILLY,2022,69.59,39.33,83.92,71.93,Healthcare,Drug Manufacturers - General
LLY,ELI LILLY,2023,69.55,35.7,83.75,70.06,Healthcare,Drug Manufacturers - General
LLY,ELI LILLY,2024,72.28,33.06,86.48,62.58,Healthcare,Drug Manufacturers - General
LMT,LOCKHEED MARTIN,2020,64.47,83.38,28.57,59.59,Industrials,Aerospace & Defense
LMT,LOCKHEED MARTIN,2021,62.09,82.19,39.15,59.6,Industrials,Aerospace & Defense
LMT,LOCKHEED MARTIN,2022,73.08,79.14,38.52,65.93,Industrials,Aerospace & Defense
LMT,LOCKHEED MARTIN,2023,71.91,77.12,33.85,62.76,Industrials,Aerospace & Defense
LMT,LOCKHEED MARTIN,2024,80.8,79.69,30.64,56.07,Industrials,Aerospace & Defense
LNT,ALLIANT ENERGY (XSC),2020,77.31,43.87,81.44,26.21,Utilities,Utilities - Regulated Electric
LNT,ALLIANT ENERGY (XSC),2021,81.96,36.59,82.19,34.7,Utilities,Utilities - Regulated Electric
LNT,ALLIANT ENERGY (XSC),2022,70.99,60.01,83.95,35.39,Utilities,Utilities - Regulated Electric
LNT,ALLIANT ENERGY (XSC),2023,64.66,40.07,79.16,23.65,Utilities,Utilities - Regulated Electric
LNT,ALLIANT ENERGY (XSC),2024,63.07,63.08,77.23,19.17,Utilities,Utilities - Regulated Electric
LOW,LOWE'S COMPANIES,2020,81.44,51.35,70.97,74.24,Consumer Cyclical,Home Improvement Retail
LOW,LOWE'S COMPANIES,2021,78.03,60.39,64.23,80.02,Consumer Cyclical,Home Improvement Retail
LOW,LOWE'S COMPANIES,2022,81.45,62.6,73.76,79.63,Consumer Cyclical,Home Improvement Retail
LOW,LOWE'S COMPANIES,2023,79.8,57.48,68.27,82.79,Consumer Cyclical,Home Improvement Retail
LOW,LOWE'S COMPANIES,2024,78.33,56.53,68.23,79.95,Consumer Cyclical,Home Improvement Retail
LRCX,LAM RESEARCH,2020,60.59,69.16,62.07,79.31,Technology,Semiconductor Equipment & Materials
LRCX,LAM RESEARCH,2021,73.25,74.79,64.43,79.12,Technology,Semiconductor Equipment & Materials
LRCX,LAM RESEARCH,2022,72.12,59.4,67.08,76.71,Technology,Semiconductor Equipment & Materials
LRCX,LAM RESEARCH,2023,70.25,51.59,59.78,77.76,Technology,Semiconductor Equipment & Materials
LRCX,LAM RESEARCH,2024,78.8,51.24,57.41,77.1,Technology,Semiconductor Equipment & Materials
LULU,LULULEMON ATHLETICA,2020,77.97,87.88,62.92,,Consumer Cyclical,Apparel Retail
LULU,LULULEMON ATHLETICA,2021,79.29,80.76,76.59,,Consumer Cyclical,Apparel Retail
LULU,LULULEMON ATHLETICA,2022,80.13,83.96,76.1,,Consumer Cyclical,Apparel Retail
LULU,LULULEMON ATHLETICA,2023,75.52,46.54,76.58,31.86,Consumer Cyclical,Apparel Retail
LULU,LULULEMON ATHLETICA,2024,72.15,65.61,79.07,40.27,Consumer Cyclical,Apparel Retail
LUV,SOUTHWEST AIRLINES,2020,82.43,48.26,93.26,,Industrials,Airlines
LUV,SOUTHWEST AIRLINES,2021,84.23,45.33,92.75,,Industrials,Airlines
LUV,SOUTHWEST AIRLINES,2022,75.21,54.34,89.03,0.0,Industrials,Airlines
LUV,SOUTHWEST AIRLINES,2023,70.0,53.87,87.53,0.0,Industrials,Airlines
LUV,SOUTHWEST AIRLINES,2024,84.56,55.32,87.0,4.44,Industrials,Airlines
LVS,LAS VEGAS SANDS,2020,65.51,73.31,50.88,70.17,Consumer Cyclical,Resorts & Casinos
LVS,LAS VEGAS SANDS,2021,68.09,69.77,38.97,77.23,Consumer Cyclical,Resorts & Casinos
LVS,LAS VEGAS SANDS,2022,71.0,71.1,40.17,70.24,Consumer Cyclical,Resorts & Casinos
LVS,LAS VEGAS SANDS,2023,72.49,68.66,35.05,65.25,Consumer Cyclical,Resorts & Casinos
LVS,LAS VEGAS SANDS,2024,68.0,71.56,34.62,66.72,Consumer Cyclical,Resorts & Casinos
LW,LAMB WESTON HOLDINGS,2020,78.46,61.03,70.13,82.62,Consumer Defensive,Packaged Foods
LW,LAMB WESTON HOLDINGS,2021,83.15,77.73,59.86,83.22,Consumer Defensive,Packaged Foods
LW,LAMB WESTON HOLDINGS,2022,83.69,80.71,60.29,81.06,Consumer Defensive,Packaged Foods
LW,LAMB WESTON HOLDINGS,2023,82.91,76.56,50.46,76.74,Consumer Defensive,Packaged Foods
LW,LAMB WESTON HOLDINGS,2024,80.79,74.95,53.97,74.94,Consumer Defensive,Packaged Foods
LYB,LYONDELLBASELL INDS.CL.A,2020,60.87,9.02,58.77,82.92,Basic Materials,Specialty Chemicals
LYB,LYONDELLBASELL INDS.CL.A,2021,65.62,32.11,60.05,64.02,Basic Materials,Specialty Chemicals
LYB,LYONDELLBASELL INDS.CL.A,2022,66.15,44.78,62.22,73.37,Basic Materials,Specialty Chemicals
LYB,LYONDELLBASELL INDS.CL.A,2023,63.16,43.65,58.92,81.96,Basic Materials,Specialty Chemicals
LYB,LYONDELLBASELL INDS.CL.A,2024,62.48,44.49,58.45,82.51,Basic Materials,Specialty Chemicals
LYV,LIVE NATION ENTM.,2020,67.36,81.16,65.23,44.68,Communication Services,Entertainment
LYV,LIVE NATION ENTM.,2021,77.22,81.78,66.34,43.43,Communication Services,Entertainment
LYV,LIVE NATION ENTM.,2022,81.66,77.53,69.67,42.09,Communication Services,Entertainment
LYV,LIVE NATION ENTM.,2023,68.19,77.24,69.23,44.95,Communication Services,Entertainment
LYV,LIVE NATION ENTM.,2024,74.92,75.37,63.86,43.53,Communication Services,Entertainment
MA,MASTERCARD,2020,81.65,63.09,53.61,64.66,Financial Services,Credit Services
MA,MASTERCARD,2021,86.15,63.93,56.85,69.24,Financial Services,Credit Services
MA,MASTERCARD,2022,83.94,62.54,67.37,71.86,Financial Services,Credit Services
MA,MASTERCARD,2023,84.08,52.18,65.0,59.48,Financial Services,Credit Services
MA,MASTERCARD,2024,80.53,48.44,57.58,52.46,Financial Services,Credit Services
MAA,MID-AMER.APT COMMUNITIES,2020,73.1,74.02,74.14,56.57,Real Estate,REIT - Residential
MAA,MID-AMER.APT COMMUNITIES,2021,70.04,,76.65,57.17,Real Estate,REIT - Residential
MAA,MID-AMER.APT COMMUNITIES,2022,69.45,79.09,61.68,61.51,Real Estate,REIT - Residential
MAA,MID-AMER.APT COMMUNITIES,2023,75.47,75.7,57.78,70.77,Real Estate,REIT - Residential
MAA,MID-AMER.APT COMMUNITIES,2024,73.66,75.08,53.77,68.03,Real Estate,REIT - Residential
MAR,MARRIOTT INTL.'A',2020,58.71,83.81,66.15,60.89,Consumer Cyclical,Lodging
MAR,MARRIOTT INTL.'A',2021,57.65,78.67,88.42,59.61,Consumer Cyclical,Lodging
MAR,MARRIOTT INTL.'A',2022,65.74,76.14,90.13,60.29,Consumer Cyclical,Lodging
MAR,MARRIOTT INTL.'A',2023,65.41,82.21,82.66,59.56,Consumer Cyclical,Lodging
MAR,MARRIOTT INTL.'A',2024,63.41,75.25,75.57,57.39,Consumer Cyclical,Lodging
MAS,MASCO,2020,79.56,77.23,27.89,47.68,Industrials,Building Products & Equipment
MAS,MASCO,2021,79.03,86.22,29.26,60.26,Industrials,Building Products & Equipment
MAS,MASCO,2022,79.8,89.89,58.67,59.94,Industrials,Building Products & Equipment
MAS,MASCO,2023,73.31,91.34,54.72,53.03,Industrials,Building Products & Equipment
MAS,MASCO,2024,71.4,92.42,53.38,61.43,Industrials,Building Products & Equipment
MCD,MCDONALDS,2020,73.49,46.67,81.22,56.55,Consumer Cyclical,Restaurants
MCD,MCDONALDS,2021,71.25,49.67,76.37,63.0,Consumer Cyclical,Restaurants
MCD,MCDONALDS,2022,68.89,47.11,70.85,61.15,Consumer Cyclical,Restaurants
MCD,MCDONALDS,2023,76.28,56.34,68.26,74.71,Consumer Cyclical,Restaurants
MCD,MCDONALDS,2024,75.33,46.95,76.5,75.05,Consumer Cyclical,Restaurants
MCHP,MICROCHIP TECH.,2020,84.19,77.86,72.37,31.18,Technology,Semiconductors
MCHP,MICROCHIP TECH.,2021,84.97,,71.51,45.29,Technology,Semiconductors
MCHP,MICROCHIP TECH.,2022,79.76,86.62,67.53,52.32,Technology,Semiconductors
MCHP,MICROCHIP TECH.,2023,84.3,79.28,62.62,46.66,Technology,Semiconductors
MCHP,MICROCHIP TECH.,2024,81.31,79.83,60.73,46.37,Technology,Semiconductors
MCK,MCKESSON,2020,77.63,85.2,70.62,65.64,Healthcare,Medical Distribution
MCK,MCKESSON,2021,78.48,79.26,77.27,67.7,Healthcare,Medical Distribution
MCK,MCKESSON,2022,78.2,74.74,77.68,71.74,Healthcare,Medical Distribution
MCK,MCKESSON,2023,77.5,64.28,73.36,70.21,Healthcare,Medical Distribution
MCK,MCKESSON,2024,75.58,64.6,78.11,67.22,Healthcare,Medical Distribution
MCO,MOODY'S,2020,79.07,76.5,92.02,93.95,Financial Services,Financial Data & Stock Exchanges
MCO,MOODY'S,2021,82.95,73.84,62.95,94.54,Financial Services,Financial Data & Stock Exchanges
MCO,MOODY'S,2022,86.03,76.71,64.28,75.27,Financial Services,Financial Data & Stock Exchanges
MCO,MOODY'S,2023,81.05,76.9,61.69,65.7,Financial Services,Financial Data & Stock Exchanges
MCO,MOODY'S,2024,80.03,74.28,62.21,64.79,Financial Services,Financial Data & Stock Exchanges
MDLZ,MONDELEZ INTERNATIONAL CL.A,2020,58.02,78.15,49.47,86.61,Consumer Defensive,Confectioners
MDLZ,MONDELEZ INTERNATIONAL CL.A,2021,74.43,79.12,54.23,85.93,Consumer Defensive,Confectioners
MDLZ,MONDELEZ INTERNATIONAL CL.A,2022,83.67,86.71,59.21,86.99,Consumer Defensive,Confectioners
MDLZ,MONDELEZ INTERNATIONAL CL.A,2023,79.86,86.84,58.25,82.16,Consumer Defensive,Confectioners
MDLZ,MONDELEZ INTERNATIONAL CL.A,2024,76.93,85.74,59.33,80.7,Consumer Defensive,Confectioners
MDT,MEDTRONIC,2020,77.98,77.98,75.83,72.81,Healthcare,Medical Devices
MDT,MEDTRONIC,2021,76.17,86.2,73.83,78.21,Healthcare,Medical Devices
MDT,MEDTRONIC,2022,68.34,89.57,91.25,77.8,Healthcare,Medical Devices
